hid,type1,type2,month,m_id,q6_1,q6_1_1,q6_1_2,q6_1_3,q6_1_4,q6_1_5,q6_1_6,q6_1_7,q6_1_8,q6_2_a,q6_2_b,q6_2_c,q6_3,q6_4_1,q6_4_2,q6_4_3,q6_4_4,q6_4_5,q6_4_6,q6_4_7,q6_4_8,q6_4_9,q6_4_10,q6_4_11,q6_4_12,q6_4_13,q6_4_1a,q6_4_2a,q6_4_3a,q6_4_4a,q6_4_5a,q6_4_6a,q6_4_7a,q6_4_8a,q6_4_9a,q6_4_10a,q6_4_11a,q6_4_12a,q6_4_13a,q6_5_1,q6_5_2,q6_5_3,q6_5_4,q6_5_5,q6_5_6,q6_5_7,q6_5_8,q6_5_9,q6_5_10,q6_5_11,q6_5_12,q6_5_13,q6_5_14,q6_5_15,q6_5_16,q6_5_17,q6_5_18,q6_5_19,q6_5_20,q6_5_21,q6_6,q6_7,q6_8,q11_b_1_1,q11_b_1_1a,q11_b_1_2,q11_b_1_2a,q11_b_1_3,q11_b_1_3a,q11_b_2_1,q11_b_2_1a,q11_b_2_2,q11_b_2_2a,q11_b_2_3,q11_b_2_3a,q11_b_3_1,q11_b_3_1a,q11_b_3_2,q11_b_3_2a,q11_b_3_3,q11_b_3_3a,q11_b_4_1,q11_b_4_1a,q11_b_4_2,q11_b_4_2a,q11_b_4_3,q11_b_4_3a,q11_b_5_1,q11_b_5_1a,q11_b_5_2,q11_b_5_2a,q11_b_5_3,q11_b_5_3a,q11_b_6_1,q11_b_6_1a,q11_b_6_2,q11_b_6_2a,q11_b_6_3,q11_b_6_3a,q11_b_7_1,q11_b_7_1a,q11_b_7_2,q11_b_7_2a,q11_b_7_3,q11_b_7_3a,q11_b_8_1,q11_b_8_1a,q11_b_8_2,q11_b_8_2a,q11_b_8_3,q11_b_8_3a,q11_b_9_1,q11_b_9_1a,q11_b_9_2,q11_b_9_2a,q11_b_9_3,q11_b_9_3a,wt
10039,1,2,7,120418,923,050,,,,,,,,9,4,5,1,1,,,,,,,,,,,,,0,,,,,,,,,,,,,1,2,,,,6,,,,,,,,,,,,,,,,5,5,5,,,,,,,,,,,,,20000,,,,,,60000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7738.02948
10039,1,2,11,120427,934,040,,,,,,,,2,4,5,1,1,,,,,,,,,,,,,0,,,,,,,,,,,,,1,2,,,,6,,,,,,,,,,,,,,,,5,5,5,,,,,,,,,,,,,30000,,,,,,40000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7738.02948
10039,1,1,5,104032,923,010,,,,,,,,1,2,4,1,1,,,,,,,,,,,,,0,,,,,,,,,,,,,1,,,,,6,,,,,,,,,,,,,,,,5,5,5,0,,0,,0,,0,,0,,0,,15000,31,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,7738.02948
10040,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7738.02948
10041,1,1,3,109740,939,020,010,,,,,,,1,2,7,3,,,3,,,,,,,,,,,,,2,,,,,,,,,,,1,2,,4,5,,,8,9,,,,,,,,,,,,,4,4,3,0,,0,,0,,0,,0,,0,,0,,0,,0,,100000,31,0,,0,,0,,0,,0,,0,,0,,0,,55000,31,0,,0,,0,,0,,0,,0,,0,,0,,5289.988197
10041,1,2,7,109747,931,350,,,,,,,,7,5,1,1,1,,,,,,,,,,,,,0,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,4,4,3,,,,,,,,,,,,,10000,,,,,,50000,,,,,,30000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5289.988197
10041,1,2,9,118495,931,200,,,,,,,,7,1,10,1,1,,,,,,,,,,,,,0,,,,,,,,,,,,,1,,,,5,,,,,,,,,,,,,,,,,4,5,3,,,,,,,,,,,,,40000,,,,,,30000,,,,,,30000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5289.988197
10041,1,2,8,118494,932,060,,,,,,,,1,7,2,1,,,3,,,,,,,,,,,,,2,,,,,,,,,,,1,2,,,5,,,,,,,,,,,,,,,,,4,4,3,,,,,,,,,,,,,70000,,,,,,111000,,,,,,30000,,,,,,,,,,,,100000,,,,,,,,,,,,,,,,,,5289.988197
10041,1,2,10,118493,931,030,,,,,,,,3,4,7,5,1,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,3,3,3,,,,,,,,,,,,,2000,,,,,,20000,,,,,,20000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5289.988197
10041,1,1,5,109744,932,010,,,,,,,,7,3,10,1,1,,,,,,,,,,,,,0,,,,,,,,,,,,,1,2,,,,,,,,,,,,,,,,,,,,4,3,3,0,,0,,0,,0,,0,,0,,0,,0,,0,,50000,31,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,5289.988197
10042,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7738.02948
10045,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4401.533668
10046,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3378.891104
10047,1,2,8,114513,932,390,,,,,,,,7,1,2,1,1,,,,,,,,,,,,,0,,,,,,,,,,,,,1,2,,,,6,,,,,,,,,,,,,,,,4,4,4,,,,,,,,,,,,,50000,,,,,,50000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8310.061005
10048,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8310.061005
10049,1,2,8,114667,931,250,,,,,,,,1,2,3,1,1,,,,,,,,,,,,,0,,,,,,,,,,,,,1,2,3,,,,,,,,,,,,,,,,,,,4,4,4,,,,,,,,,,,,,50000,,,,,,150000,,,,,,,,,,,,,,,,,,70000,,,,,,,,,,,,,,,,,,4401.533668
10049,1,2,7,114662,931,130,,,,,,,,1,2,3,1,1,,,,,,,,,,,,,0,,,,,,,,,,,,,1,2,,4,,,,,,,,,,,,,,,,,,5,5,5,0,,0,,0,,0,,0,,0,,39801,,0,,0,,358205,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,4401.533668
10049,1,2,7,114661,932,010,,,,,,,,1,2,3,1,,,,,,6,,,,,,,,,,,,,1,,,,,,,,1,2,3,,,,,,,,,,,,,,,,,,,5,5,5,,,,,,,100000,,,,,,100000,,,,,,200000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4401.533668
10049,2,1,3,200387,176,004,,,,,,,,1,2,3,3,,2,,,,,,,,,,,,,3,,,,,,,,,,,,1,,3,4,,,,,,,,,,,,,,,,,,4,4,4,,,,,,,,,,,,,,,,,,,100000,31,,,,,,,,,,,,,,,,,100000,31,,,,,,,,,,,,,,,,,4401.533668
10051,1,2,9,121166,939,010,,,,,,,,1,2,5,3,,,,,,,,,,,11,,,,,,,,,,,,,2,,,1,2,3,,,6,,,,,,,,,,,,,,,,5,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3378.891104
10052,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8310.061005
10053,2,2,8,200985,176,018,,,,,,,,1,2,7,3,,2,,,,,,,,,,,,,4,,,,,,,,,,,,1,2,,,,6,,,,,,,,,,,,,,,,5,5,5,,,,,,,,,,,,,,,,,,,50000,31,,,,,,,,,,,,,,,,,350000,31,,,,,,,,,,,,,,,,,4401.533668
10053,2,1,4,200379,171,007,,,,,,,,1,2,7,3,,2,,,,,,,,,,,,,3,,,,,,,,,,,,1,2,3,,,,,,,,,,,,,,,,,,,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000000,31,,,,,,,,,,,,,,,,,4401.533668
10055,1,1,5,600005,936,480,,,,,,,,1,2,7,7,1,,,,,,,,,,,,,0,,,,,,,,,,,,,1,,,,5,,,,9,,,,,,,,,,,,,4,4,4,,,,,,,,,,,,,,,,,,,10000,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8310.061005
10055,1,2,11,600653,932,390,,,,,,,,1,7,2,1,,,3,,,,,,,,,,,,,1,,,,,,,,,,,1,,3,,,,,,,,,,,,,,,,,,,4,4,4,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,8310.061005
10055,1,2,10,600410,935,370,,,,,,,,1,2,7,7,1,,,,,,,,,,,,,0,,,,,,,,,,,,,1,,3,4,,,,,,,,,,,,,,,,,,4,4,4,,,,,,,,,,,,,,,,,,,10000,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8310.061005
10055,1,2,8,600275,932,020,,,,,,,,1,2,3,1,,,,,,,,8,,,,,,,,,,,,,2,,,,,,1,,,,,6,,,,,,,,,,,,,,,,4,4,4,0,,0,,0,,0,,0,,0,,50000,,0,,0,,150000,,0,,0,,20000,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,8310.061005
10055,1,2,11,114537,933,010,,,,,,,,3,2,1,1,,,,,,,,,,10,,,,,,,,,,,,,1,,,,1,2,3,,,,,,,,,,,,,,,,,,,4,4,4,,,,,,,,,,,,,60100,,,,,,70000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8310.061005
10056,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2369.008891
10058,1,1,2,103542,931,210,,,,,,,,4,7,1,1,1,,,,,,,,,,,,,0,,,,,,,,,,,,,1,2,,,,6,,,,,,,,,,,,,,,,4,4,4,,,,,,,,,,,,,50000,31,,,,,100000,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7738.02948
10061,1,1,2,110136,934,380,370,,,,,,,1,2,7,1,,,3,,,,,,,,,,,,,1,,,,,,,,,,,1,2,,,,6,,,,,,,,,,,,,,,,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,60000,31,,,,,,,,,,,100000,31,,,,,,,,,,,,,,,,,7738.02948
10061,1,1,4,110135,937,350,360,,,,,,,1,2,7,1,,,,,,,,,,10,,,,,,,,,,,,,1,,,,1,2,,,,,,,,,,,,,,,,,,,,4,4,4,,,,,,,,,,,,,,,,,,,200000,31,,,,,,,,,,,,,,,,,100000,31,,,,,,,,,,,,,,,,,7738.02948
10061,1,1,4,110135,933,020,,,,,,,,1,2,7,1,,,,,,,,,,10,,,,,,,,,,,,,1,,,,,,,,,,7,,,,,,,,,,,,,,,5,5,5,,,,,,,,,,,,,,,,,,,150000,31,,,,,,,,,,,50000,31,,,,,,,,,,,,,,,,,,,,,,,7738.02948
10061,2,1,4,200708,171,007,,,,,,,,2,1,7,3,,2,,,,,,,,,,,,,4,,,,,,,,,,,,1,,,4,,6,7,,,,,,,,15,,,,,,,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7738.02948
10062,1,2,7,121250,931,380,,,,,,,,4,5,7,8,,,,,,,7,,,,,,,,,,,,,1,,,,,,,1,2,,,,,,,9,,,,,,,,,,,,,4,4,4,,,,,,,50000,,,,,,60000,,,,,,90000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3378.891104
10062,1,1,6,110297,931,270,,,,,,,,5,7,4,1,1,,,,,,,,,,,,,0,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,17,,,,,3,3,3,,,,,,,,,,,,,50000,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3378.891104
10062,1,2,8,121245,932,070,,,,,,,,1,2,7,1,,,,,,6,,,,,,,,,,,,,1,,,,,,,,1,,3,,,,,,,,,,,,,,17,,,,,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3378.891104
10062,1,2,10,121259,933,030,,,,,,,,14,15,7,7,,,,,,,,,,,11,,,,,,,,,,,,,2,,,,,,,,,,,,,,,13,,,,,,,,,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3378.891104
10062,1,2,8,121246,933,030,,,,,,,,14,7,11,7,,,,,,,,,,,11,,,,,,,,,,,,,1,,,,,,,,,,,,,,,13,,,,,,,,,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3378.891104
10062,1,1,6,110297,932,030,,,,,,,,2,9,1,1,1,,,,,,,,,,,,,0,,,,,,,,,,,,,1,2,,,,,,,,,,,,,,,,,,,,4,4,3,,,,,,,,,,,,,,,,,,,150000,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3378.891104
10063,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7738.02948
10064,1,2,8,121023,925,050,,,,,,,,15,7,14,6,1,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,13,,,,,,,,,4,4,4,,,,,,,,,,,,,40000,,,,,,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3378.891104
10065,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19345.87257
10066,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19345.87257
10067,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8310.061005
10068,1,1,5,110120,931,380,,,,,,,,1,6,7,1,,,,,,6,,,,,,,,,,,,,1,,,,,,,,1,,,,,6,,,,,,,,,,,,,,,,3,3,3,,,,,,,150000,31,,,,,40000,31,,,,,300000,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8310.061005
10068,1,2,8,600276,934,380,,,,,,,,1,2,3,1,,,,,,6,,,,,,,,,,,,,2,,,,,,,,1,2,,,,6,,,,,,,,,,,,,,,,3,3,3,0,,0,,0,,0,,0,,0,,0,,0,,0,,250000,,0,,0,,20000,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,8310.061005
10068,1,2,11,600654,931,370,,,,,,,,12,13,7,1,,,,,,6,,,,,,,,,,,,,1,,,,,,,,1,,,,5,,,,,,,,,,,,,,,,,5,5,5,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,8310.061005
10068,1,2,10,600411,924,040,,,,,,,,1,2,7,7,1,,,,,,,,,,,,,0,,,,,,,,,,,,,1,,3,4,,,,,,,,,,,,,,,,,,4,4,4,,,,,,,,,,,,,,,,,,,10000,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8310.061005
10068,1,1,5,600006,934,010,,,,,,,,1,2,7,7,1,,,,,,,,,,,,,0,,,,,,,,,,,,,1,,,4,,,,,,,,12,,,,,,,,,,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8310.061005
10071,1,1,4,110322,934,360,,,,,,,,2,10,7,2,1,,,,,,,,,,,,,0,,,,,,,,,,,,,1,2,,,,,,,,,11,,,,,,,,,,,3,3,3,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,20000,31,0,,0,,0,,0,,0,,0,,0,,0,,8310.061005
10072,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9987.456179
10074,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7738.02948
10075,1,1,6,110330,935,380,,,,,,,,7,1,6,1,,,,,,6,,,,,,,,,,,,,2,,,,,,,,1,2,,,,6,,,,,,,,,,,,,,,,4,4,3,,,,,,,480000,31,,,,,50000,31,,,,,300000,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4401.533668
10075,1,2,8,121263,931,380,,,,,,,,1,4,7,1,,,,,,,,8,,,,,,,,,,,,,1,,,,,,1,,3,,,,,,,,,,,,,,,,,,,3,3,3,,,,,,,35000,,,,,,20000,,,,,,80000,,,,,,,,,,,,,,,,,,15000,,,,,,,,,,,,,,,,,,4401.533668
10075,1,2,7,121261,935,380,,,,,,,,1,2,7,1,,,,,,6,,,,,,,,,,,,,1,,,,,,,,1,,,,,6,,,,,11,,,,,,,,,,,4,4,3,0,,0,,0,,141176,,0,,0,,43137,,0,,0,,196078,,0,,0,,0,,0,,0,,19608,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,4401.533668
10075,1,1,1,110327,931,210,,,,,,,,6,4,1,1,,2,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,7,8,,,11,,,,,,,,,,,3,3,3,,,,,,,140000,31,,,,,40000,31,,,,,40000,31,,,,,,,,,,,,,,,,,150000,31,,,,,,,,,,,,,,,,,4401.533668
10075,1,2,8,121262,932,040,,,,,,,,1,6,7,1,,,,,,,,8,,,,,,,,,,,,,2,,,,,,1,,,,,6,,,,,,,,,,,,,,,,5,4,3,,,,,,,60000,,,,,,100000,,,,,,90000,,,,,,,,,,,,,,,,,,50000,,,,,,,,,,,,,,,,,,4401.533668
10075,1,1,5,110329,932,010,,,,,,,,5,1,4,1,,,,,,,,8,,,,,,,,,,,,,2,,,,,,1,2,3,,,,,,,,,,,,,,,,,,,4,3,3,,,,,,,75000,31,,,,,40000,31,,,,,85000,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4401.533668
10076,1,2,10,121279,932,370,390,,,,,,,1,4,7,1,,,,,5,,,,,,,,,,,,,1,,,,,,,,,1,,,,,6,,,,,,,,,,,,,,,,3,3,3,0,,0,,0,,42857,,0,,0,,0,,0,,0,,107143,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,8310.061005
10076,1,1,4,110271,932,400,,,,,,,,1,2,4,7,1,,,,,,,,,,,,,0,,,,,,,,,,,,,1,2,,,,,,,,,,,,,,,,,,,,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100000,31,,,,,,,,,,,,,,,,,8310.061005
10076,1,2,10,600412,931,270,,,,,,,,7,5,1,1,1,,,,,,,,,,,,,0,,,,,,,,,,,,,1,2,3,4,5,6,,,,,,,,,,,,,,,,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,26001,31,,,,,12000,31,,,,,12000,31,,,,,,,,,,,,,,,,,8310.061005
10076,1,1,5,600007,934,080,,,,,,,,1,7,4,1,1,,,,,,,,,,,,,0,,,,,,,,,,,,,1,2,3,,,6,,,,,,,,,,,,,,,,4,4,4,0,,0,,0,,0,,0,,0,,50000,31,0,,0,,0,,0,,0,,50000,31,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,8310.061005
10076,1,2,7,121276,922,060,,,,,,,,15,10,4,2,,,,,,,,,,10,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,17,,,,,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100000,,,,,,8310.061005
10076,1,2,8,121277,937,060,,,,,,,,1,2,6,1,,,,,,,,,,,,12,,,,,,,,,,,,,1,,1,,3,,,,,,,,,,,,,,17,,,,,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8310.061005
10076,1,2,11,600655,925,040,,,,,,,,1,7,2,1,,,,,5,,,,,,,,,,,,,2,,,,,,,,,1,2,,4,,,,,,,,,,,,,,,,,,4,4,4,0,,0,,0,,50000,,0,,0,,50000,,0,,0,,100000,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,8310.061005
10076,1,2,7,121276,937,020,,,,,,,,2,1,7,1,,,,,,6,,,,,,,,,,,,,1,,,,,,,,1,,,4,,,,,,,,,,,,,,,,,,4,4,4,,,,,,,90000,,,,,,60000,,,,,,50000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8310.061005
10076,1,2,8,600277,922,020,,,,,,,,1,5,7,1,,,,,,6,,,,,,,,,,,,,2,,,,,,,,1,,3,,,6,,,,,,,,,,,,,,,,4,4,4,,,,,,,70000,31,,,,,20000,31,,,,,30000,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8310.061005
10077,1,1,5,110282,931,370,,,,,,,,1,4,7,7,,,,,,,,,9,,,,,,,,,,,,,1,,,,,1,,3,,,,,,,,,,,,,,,,,,,5,5,5,,,,,,,,,,,,,,,,,,,20000,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7738.02948
10077,1,1,5,110281,931,270,,,,,,,,4,1,7,1,1,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,13,,,,,,,,,3,3,3,,,,,,,,,,,,,15000,31,,,,,15000,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7738.02948
10077,1,2,12,121091,911,140,,,,,,,,9,10,7,1,1,,,,,,,,,,,,,0,,,,,,,,,,,,,,2,,,,,,,,,,,,,15,,,,,,,4,3,3,,,,,,,,,,,,,,,,,,,240000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7738.02948
10077,1,1,4,110280,939,020,,,,,,,,1,3,2,3,,,,,,,,,,10,,,,,,,,,,,,,3,,,,1,2,,,,6,,,,,,,,,,,,,,,,4,4,4,0,,0,,0,,0,,0,,0,,0,,0,,0,,170000,31,0,,0,,20000,31,0,,0,,0,,0,,0,,50000,31,0,,0,,0,,0,,0,,0,,0,,0,,7738.02948
10077,1,2,7,121085,923,010,,,,,,,,6,2,7,1,,2,,,,,,,,,,,,,1,,,,,,,,,,,,,,3,,,6,,,,,,,,,15,,,,,,,4,4,4,,,,,,,264000,,,,,,30000,,,,,,6000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7738.02948
10077,1,1,4,110279,911,010,,,,,,,,4,10,1,5,1,,,,,,,,,,,,,0,,,,,,,,,,,,,1,,,,,,,,9,,,,,,,,,,,,,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7738.02948
10077,1,1,5,110282,932,010,,,,,,,,1,4,7,7,1,,,,,,,,,,,,,0,,,,,,,,,,,,,,2,,,,,,,,,11,,,,,,,,,,,4,4,4,,,,,,,,,,,,,,,,,,,5000,31,,,,,,,,,,,,,,,,,10000,31,,,,,,,,,,,,,,,,,7738.02948
10078,1,2,8,121096,932,390,060,,,,,,,15,7,1,1,,2,,,,,,,,,,,,,1,,,,,,,,,,,,1,2,,,,,,,,,,,,,,,17,,,,,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7738.02948
10078,1,2,10,121102,932,410,,,,,,,,1,2,7,1,,2,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,4,,,,,,,,,,,,,,,,,,3,3,3,0,,0,,0,,9756,,0,,0,,3902,,0,,0,,0,,0,,0,,,,0,,0,,0,,0,,0,,,,0,,0,,0,,0,,0,,0,,0,,0,,7738.02948
10078,1,1,3,110341,911,110,,,,,,,,3,4,7,1,1,,,,,,,,,,,,,0,,,,,,,,,,,,,1,2,3,,,,,,,,,,,,,,,,,,,3,3,3,,,,,,,,,,,,,,,,,,,400000,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7738.02948
10078,1,1,5,110338,932,060,,,,,,,,1,2,7,1,,,,,,,7,,,,,,,,,,,,,1,,,,,,,1,2,,,,6,,,,,,,,,,,,,,,,3,3,3,,,,,,,,,,,,,,,,,,,200000,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7738.02948
10078,1,1,1,110345,932,010,,,,,,,,1,2,7,1,,,3,,,,,,,,,,,,,1,,,,,,,,,,,1,2,,,,6,,,,,,,,,,,,,,,,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7738.02948
10079,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7738.02948
10080,1,2,8,121215,934,310,,,,,,,,3,7,10,7,1,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7738.02948
10080,1,2,8,121215,929,010,,,,,,,,3,7,10,7,1,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7738.02948
10081,1,2,10,600413,934,350,,,,,,,,4,2,5,1,1,,,,,,,,,,,,,0,,,,,,,,,,,,,1,,3,,,6,,,,,,,,,,,,,,,,3,3,3,0,,0,,0,,0,,0,,0,,0,,0,,0,,100000,31,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,7738.02948
